# iter time(ns) max_DgradR max_DgradZ max_vRrho max_vZrho
1405 108.507 2.9844980478e-03 4.9918810400e-03 9.9114013862e-01 2.7603620238e-01
1406 108.585 2.9839253529e-03 4.9882436449e-03 9.9023687825e-01 2.7699858626e-01
1407 108.662 2.9823791204e-03 4.9819109475e-03 9.8976822818e-01 2.7789608688e-01
1408 108.739 2.9827992382e-03 4.9729118792e-03 9.8907142427e-01 2.7879088017e-01
1409 108.817 2.9811507452e-03 4.9644428065e-03 9.8824207591e-01 2.7976415737e-01
1410 108.894 2.9801931363e-03 4.9616608255e-03 9.8735661919e-01 2.8075434549e-01
1411 108.971 2.9794018532e-03 4.9562150886e-03 9.8688580007e-01 2.8168302766e-01
1412 109.049 2.9793933615e-03 4.9481331686e-03 9.8625906725e-01 2.8254579582e-01
1413 109.126 2.9785641415e-03 4.9382432099e-03 9.8540719594e-01 2.8350903131e-01
1414 109.203 2.9768840452e-03 4.9364020224e-03 9.8451823206e-01 2.8448005656e-01
1415 109.281 2.9771168059e-03 4.9319288502e-03 9.8398493741e-01 2.8544049807e-01
1416 109.358 2.9764177185e-03 4.9248496379e-03 9.8342992137e-01 2.8633428433e-01
1417 109.435 2.9764216475e-03 4.9151944935e-03 9.8265063893e-01 2.8723686774e-01
1418 109.513 2.9743836017e-03 4.9124241414e-03 9.8169448057e-01 2.8822612483e-01
1419 109.590 2.9752523424e-03 4.9090048830e-03 9.8118086379e-01 2.8917140286e-01
1420 109.667 2.9743039468e-03 4.9030096982e-03 9.8059276537e-01 2.9009684630e-01
1421 109.745 2.9746941236e-03 4.8944667321e-03 9.7988762825e-01 2.9095462652e-01
1422 109.822 2.9735216830e-03 4.8896502940e-03 9.7896119508e-01 2.9194965550e-01
1423 109.899 2.9737865991e-03 4.8873619994e-03 9.7845749146e-01 2.9290442087e-01
1424 109.977 2.9737014610e-03 4.8825279002e-03 9.7779103622e-01 2.9381528843e-01
1425 110.054 2.9733305489e-03 4.8751740018e-03 9.7712678510e-01 2.9470462691e-01
1426 110.131 2.9730409158e-03 4.8679772011e-03 9.7627676360e-01 2.9565830061e-01
1427 110.209 2.9726644733e-03 4.8668924501e-03 9.7573721918e-01 2.9664632611e-01
1428 110.286 2.9734603584e-03 4.8632920835e-03 9.7514388170e-01 2.9756556951e-01
1429 110.363 2.9722748692e-03 4.8571998187e-03 9.7438020228e-01 2.9844939144e-01
1430 110.441 2.9728863099e-03 4.8520937813e-03 9.7360800216e-01 2.9937705806e-01
1431 110.518 2.9721250582e-03 4.8474515373e-03 9.7302926623e-01 3.0036107849e-01
1432 110.596 2.9735144803e-03 4.8451529546e-03 9.7251067242e-01 3.0131357610e-01
1433 110.673 2.9732360817e-03 4.8417478017e-03 9.7177207257e-01 3.0219630204e-01
1434 110.750 2.9730076553e-03 4.8381429899e-03 9.7096503456e-01 3.0309396781e-01
1435 110.828 2.9732569787e-03 4.8320826418e-03 9.7034827306e-01 3.0407755362e-01
1436 110.905 2.9738255309e-03 4.8279379172e-03 9.6990262761e-01 3.0504940006e-01
1437 110.982 2.9744830606e-03 4.8268859434e-03 9.6924111300e-01 3.0596547931e-01
1438 111.060 2.9733118670e-03 4.8245992443e-03 9.6836228372e-01 3.0681082296e-01
1439 111.137 2.9746213362e-03 4.8198786670e-03 9.6786880423e-01 3.0782448256e-01
1440 111.214 2.9744848350e-03 4.8127461349e-03 9.6732106264e-01 3.0877224062e-01
1441 111.292 2.9759102550e-03 4.8122432571e-03 9.6673822185e-01 3.0970744585e-01
1442 111.369 2.9755711072e-03 4.8113267603e-03 9.6593871600e-01 3.1058626050e-01
1443 111.446 2.9761287269e-03 4.8079993837e-03 9.6541901585e-01 3.1153809344e-01
1444 111.524 2.9769622486e-03 4.8022807532e-03 9.6487455234e-01 3.1252096379e-01
1445 111.601 2.9774191302e-03 4.7976647332e-03 9.6427255402e-01 3.1343200539e-01
1446 111.678 2.9780727324e-03 4.7981700192e-03 9.6355392761e-01 3.1433751441e-01
1447 111.756 2.9776791183e-03 4.7962888205e-03 9.6300607933e-01 3.1525132108e-01
1448 111.833 2.9795030237e-03 4.7920383988e-03 9.6254008488e-01 3.1626442958e-01
1449 111.910 2.9794057508e-03 4.7854394408e-03 9.6185799021e-01 3.1721081922e-01
1450 111.988 2.9805763477e-03 4.7849448809e-03 9.6121687799e-01 3.1808442830e-01
1451 112.065 2.9803109861e-03 4.7845611944e-03 9.6063483110e-01 3.1901402902e-01
1452 112.142 2.9819920672e-03 4.7818317160e-03 9.6024907923e-01 3.1999418990e-01
1453 112.220 2.9829217893e-03 4.7767746657e-03 9.5964782654e-01 3.2096601638e-01
1454 112.297 2.9829706525e-03 4.7714543863e-03 9.5893260757e-01 3.2187521963e-01
1455 112.374 2.9837552142e-03 4.7726168103e-03 9.5841128086e-01 3.2275185020e-01
1456 112.452 2.9843480449e-03 4.7714583478e-03 9.5800945704e-01 3.2376931148e-01
1457 112.529 2.9863247667e-03 4.7679946978e-03 9.5749082862e-01 3.2471743253e-01
1458 112.606 2.9864001837e-03 4.7622448095e-03 9.5675903737e-01 3.2566326772e-01
1459 112.684 2.9870011166e-03 4.7602360367e-03 9.5630930314e-01 3.2653473587e-01
1460 112.761 2.9882858796e-03 4.7606950704e-03 9.5583173528e-01 3.2753010672e-01
1461 112.838 2.9894975863e-03 4.7588728139e-03 9.5538422648e-01 3.2851136137e-01
1462 112.916 2.9906561419e-03 4.7547856136e-03 9.5473737200e-01 3.2942551802e-01
1463 112.993 2.9899756096e-03 4.7484529415e-03 9.5425373512e-01 3.3033399307e-01
1464 113.070 2.9903165093e-03 4.7460229109e-03 9.5371636601e-01 3.3121844154e-01
1465 113.148 2.9887475129e-03 4.7425501635e-03 9.5302874120e-01 3.3216482199e-01
1466 113.225 2.9883939664e-03 4.7367983189e-03 9.5233517004e-01 3.3304844519e-01
1467 113.302 2.9866284501e-03 4.7287940533e-03 9.5159309940e-01 3.3386100573e-01
1468 113.380 2.9860678385e-03 4.7213246126e-03 9.5114917184e-01 3.3475659344e-01
1469 113.457 2.9855717669e-03 4.7195880379e-03 9.5050493838e-01 3.3567874250e-01
1470 113.534 2.9840625731e-03 4.7155973234e-03 9.4974208122e-01 3.3657452866e-01
1471 113.612 2.9833878097e-03 4.7093759938e-03 9.4903101851e-01 3.3742467822e-01
1472 113.689 2.9818631731e-03 4.7009506368e-03 9.4852320103e-01 3.3824241798e-01
1473 113.766 2.9824457807e-03 4.6968190052e-03 9.4797399490e-01 3.3920541478e-01
1474 113.844 2.9811462965e-03 4.6946029223e-03 9.4722657440e-01 3.4009451565e-01
1475 113.921 2.9801908791e-03 4.6901793271e-03 9.4648237911e-01 3.4094538912e-01
1476 113.998 2.9797493348e-03 4.6835716931e-03 9.4598687655e-01 3.4176157842e-01
1477 114.076 2.9793713580e-03 4.6748064326e-03 9.4539556376e-01 3.4269513553e-01
1478 114.153 2.9791761451e-03 4.6737533191e-03 9.4474465806e-01 3.4362533873e-01
1479 114.230 2.9771078077e-03 4.6711418035e-03 9.4389758904e-01 3.4448088548e-01
1480 114.308 2.9778438711e-03 4.6663676318e-03 9.4348453061e-01 3.4528976019e-01
1481 114.385 2.9770992041e-03 4.6594541142e-03 9.4288578350e-01 3.4621540023e-01
1482 114.462 2.9772497683e-03 4.6529544511e-03 9.4221937806e-01 3.4711106054e-01
1483 114.540 2.9763125207e-03 4.6521685027e-03 9.4147019885e-01 3.4799613628e-01
1484 114.617 2.9759580473e-03 4.6492427509e-03 9.4094141522e-01 3.4881765624e-01
1485 114.695 2.9763340789e-03 4.6441974256e-03 9.4043889778e-01 3.4969469987e-01
1486 114.772 2.9753004155e-03 4.6370555722e-03 9.3974045759e-01 3.5063257476e-01
1487 114.849 2.9755056034e-03 4.6331220607e-03 9.3900932489e-01 3.5149465632e-01
1488 114.927 2.9744720101e-03 4.6320584771e-03 9.3846117257e-01 3.5235074114e-01
1489 115.004 2.9755444361e-03 4.6288966813e-03 9.3796127338e-01 3.5319454813e-01
1490 115.081 2.9752312386e-03 4.6236566516e-03 9.3736056650e-01 3.5413659723e-01
1491 115.159 2.9746370133e-03 4.6178737797e-03 9.3656586975e-01 3.5504128992e-01
1492 115.236 2.9747844443e-03 4.6146433992e-03 9.3607916277e-01 3.5586946371e-01
1493 115.313 2.9746663950e-03 4.6133787549e-03 9.3553319710e-01 3.5670259108e-01
1494 115.391 2.9755156784e-03 4.6100558912e-03 9.3496164756e-01 3.5764957310e-01
1495 115.468 2.9745503540e-03 4.6051574989e-03 9.3426610093e-01 3.5853893698e-01
1496 115.545 2.9750063071e-03 4.6002058550e-03 9.3367633263e-01 3.5941009444e-01
1497 115.623 2.9754078372e-03 4.5974369055e-03 9.3322807601e-01 3.6020404057e-01
1498 115.700 2.9756565563e-03 4.5960444200e-03 9.3258611936e-01 3.6115875657e-01
1499 115.777 2.9758845747e-03 4.5926321803e-03 9.3195481940e-01 3.6207271294e-01
1500 115.855 2.9750373475e-03 4.5889275514e-03 9.3132135705e-01 3.6293117225e-01
1501 115.932 2.9766222874e-03 4.5838820226e-03 9.3091165187e-01 3.6376860015e-01
1502 116.009 2.9764249812e-03 4.5813871374e-03 9.3036896618e-01 3.6464796910e-01
1503 116.087 2.9770019678e-03 4.5799364465e-03 9.2963742237e-01 3.6560267000e-01
1504 116.164 2.9766774109e-03 4.5769735570e-03 9.2910802173e-01 3.6648336957e-01
1505 116.241 2.9775717907e-03 4.5738925667e-03 9.2862261153e-01 3.6728607490e-01
1506 116.319 2.9785894391e-03 4.5688262727e-03 9.2814789571e-01 3.6818424688e-01
1507 116.396 2.9778308106e-03 4.5663377749e-03 9.2751408985e-01 3.6910918777e-01
1508 116.473 2.9786663752e-03 4.5648947562e-03 9.2689136269e-01 3.7001518054e-01
1509 116.551 2.9792581996e-03 4.5630081194e-03 9.2650554395e-01 3.7086243183e-01
1510 116.628 2.9803932413e-03 4.5599412626e-03 9.2592813579e-01 3.7169670606e-01
1511 116.705 2.9808812506e-03 4.5549243124e-03 9.2539552542e-01 3.7266806399e-01
1512 116.783 2.9802481972e-03 4.5521118382e-03 9.2471174876e-01 3.7356013608e-01
1513 116.860 2.9820246262e-03 4.5509693666e-03 9.2439209690e-01 3.7442311615e-01
1514 116.937 2.9821737210e-03 4.5499170727e-03 9.2391594354e-01 3.7523687637e-01
1515 117.015 2.9834737708e-03 4.5469320307e-03 9.2328625034e-01 3.7619112620e-01
1516 117.092 2.9834699725e-03 4.5420310127e-03 9.2270905699e-01 3.7713019601e-01
1517 117.169 2.9843049849e-03 4.5384989370e-03 9.2229280364e-01 3.7798928846e-01
1518 117.247 2.9857217631e-03 4.5384700702e-03 9.2191088062e-01 3.7880977979e-01
1519 117.324 2.9854991589e-03 4.5375297223e-03 9.2134769013e-01 3.7975415138e-01
1520 117.401 2.9867885860e-03 4.5346902875e-03 9.2071046799e-01 3.8067112871e-01
1521 117.479 2.9870969711e-03 4.5299679600e-03 9.2039619309e-01 3.8157787798e-01
1522 117.556 2.9886550773e-03 4.5253106691e-03 9.1991479504e-01 3.8240398466e-01
1523 117.633 2.9896312861e-03 4.5264223214e-03 9.1945602045e-01 3.8331563122e-01
1524 117.711 2.9894226743e-03 4.5256543401e-03 9.1880899841e-01 3.8426985931e-01
1525 117.788 2.9908701316e-03 4.5230200278e-03 9.1850726990e-01 3.8514302034e-01
1526 117.865 2.9915869902e-03 4.5185349401e-03 9.1810715090e-01 3.8601238078e-01
1527 117.943 2.9931416218e-03 4.5133077030e-03 9.1757844188e-01 3.8689689762e-01
1528 118.020 2.9937140366e-03 4.5146150451e-03 9.1703745514e-01 3.8784675163e-01
1529 118.097 2.9938900016e-03 4.5140752980e-03 9.1663010457e-01 3.8876932078e-01
1530 118.175 2.9939258599e-03 4.5088227946e-03 9.1619088810e-01 3.8953988600e-01
1531 118.252 2.9922203009e-03 4.5017285309e-03 9.1557432476e-01 3.9034417156e-01
1532 118.329 2.9917576193e-03 4.4944932032e-03 9.1484034320e-01 3.9124432451e-01
1533 118.407 2.9900262321e-03 4.4919042963e-03 9.1435974876e-01 3.9207268699e-01
1534 118.484 2.9897071065e-03 4.4888170368e-03 9.1381378543e-01 3.9289457678e-01
1535 118.561 2.9893155831e-03 4.4839026305e-03 9.1327806712e-01 3.9364063841e-01
1536 118.639 2.9873204755e-03 4.4776777809e-03 9.1259881439e-01 3.9452638412e-01
1537 118.716 2.9868607059e-03 4.4713061206e-03 9.1198841813e-01 3.9539959553e-01
1538 118.793 2.9862524598e-03 4.4674147376e-03 9.1155475975e-01 3.9619323815e-01
1539 118.871 2.9860018543e-03 4.4646606635e-03 9.1094519122e-01 3.9696616007e-01
1540 118.948 2.9852121129e-03 4.4601153004e-03 9.1031838222e-01 3.9783419205e-01
1541 119.026 2.9832854349e-03 4.4553199289e-03 9.0967158447e-01 3.9867982073e-01
1542 119.103 2.9839895661e-03 4.4493343765e-03 9.0920175203e-01 3.9952369660e-01
1543 119.180 2.9829975295e-03 4.4439192323e-03 9.0870551596e-01 4.0028986378e-01
1544 119.258 2.9827980429e-03 4.4415295876e-03 9.0803472875e-01 4.0111229658e-01
1545 119.335 2.9816407783e-03 4.4379071390e-03 9.0736714516e-01 4.0201137355e-01
1546 119.412 2.9813041951e-03 4.4340978151e-03 9.0694288081e-01 4.0282993049e-01
1547 119.490 2.9816457099e-03 4.4285331276e-03 9.0638032873e-01 4.0360706455e-01
1548 119.567 2.9803004712e-03 4.4212971792e-03 9.0582382604e-01 4.0442119517e-01
1549 119.644 2.9801099692e-03 4.4193016879e-03 9.0509408663e-01 4.0529326107e-01
1550 119.722 2.9799212691e-03 4.4173050020e-03 9.0467053240e-01 4.0613877209e-01
1551 119.799 2.9798292521e-03 4.4139176746e-03 9.0418525658e-01 4.0693026663e-01
1552 119.876 2.9798402151e-03 4.4088073165e-03 9.0353668087e-01 4.0767403723e-01
1553 119.954 2.9781737175e-03 4.4019935586e-03 9.0292210176e-01 4.0860093023e-01
1554 120.031 2.9791164706e-03 4.3988098396e-03 9.0240861070e-01 4.0944637398e-01
1555 120.108 2.9789887819e-03 4.3975859655e-03 9.0195275939e-01 4.1025036043e-01
1556 120.186 2.9788779085e-03 4.3946535894e-03 9.0140879554e-01 4.1101493454e-01
1557 120.263 2.9785915272e-03 4.3900293555e-03 9.0069296106e-01 4.1188710207e-01
1558 120.340 2.9777793400e-03 4.3837317841e-03 9.0023588272e-01 4.1276390350e-01
1559 120.418 2.9790140175e-03 4.3793450750e-03 8.9976542017e-01 4.1358284523e-01
1560 120.495 2.9786033177e-03 4.3785758084e-03 8.9922554755e-01 4.1431978809e-01
1561 120.572 2.9784224798e-03 4.3761292098e-03 8.9862511988e-01 4.1520043642e-01
1562 120.650 2.9785800050e-03 4.3720208671e-03 8.9800006793e-01 4.1607495680e-01
1563 120.727 2.9784180313e-03 4.3667801445e-03 8.9764444713e-01 4.1689364793e-01
1564 120.804 2.9793951570e-03 4.3614683969e-03 8.9711696758e-01 4.1768624127e-01
1565 120.882 2.9787352925e-03 4.3600735796e-03 8.9649877629e-01 4.1849190906e-01
1566 120.959 2.9789036383e-03 4.3581410864e-03 8.9594335639e-01 4.1939535578e-01
1567 121.036 2.9798041645e-03 4.3545760116e-03 8.9549156777e-01 4.2024402244e-01
1568 121.114 2.9795173314e-03 4.3513243986e-03 8.9505640127e-01 4.2101073324e-01
1569 121.191 2.9802714411e-03 4.3465824170e-03 8.9447416570e-01 4.2181533688e-01
1570 121.268 2.9797160711e-03 4.3418371315e-03 8.9383689736e-01 4.2272130827e-01
1571 121.346 2.9808082474e-03 4.3404442544e-03 8.9350040559e-01 4.2356468777e-01
1572 121.423 2.9814996039e-03 4.3388311703e-03 8.9299338576e-01 4.2438772118e-01
1573 121.500 2.9810183872e-03 4.3362937726e-03 8.9248336286e-01 4.2512879042e-01
1574 121.578 2.9815846379e-03 4.3321514159e-03 8.9184854477e-01 4.2604359828e-01
1575 121.655 2.9822015529e-03 4.3264203521e-03 8.9146193720e-01 4.2692447241e-01
1576 121.732 2.9830961371e-03 4.3237284512e-03 8.9107137406e-01 4.2772149896e-01
1577 121.810 2.9836128371e-03 4.3233822095e-03 8.9051142659e-01 4.2851458582e-01
1578 121.887 2.9828825808e-03 4.3214443763e-03 8.8992921996e-01 4.2940421543e-01
1579 121.964 2.9845789632e-03 4.3179284258e-03 8.8955247632e-01 4.3026698908e-01
1580 122.042 2.9850909327e-03 4.3128494915e-03 8.8910688620e-01 4.3112308670e-01
1581 122.119 2.9857297688e-03 4.3075569007e-03 8.8866453527e-01 4.3189484842e-01
1582 122.196 2.9861066973e-03 4.3078067679e-03 8.8805389387e-01 4.3274920693e-01
1583 122.274 2.9860855563e-03 4.3064923918e-03 8.8766338027e-01 4.3366505706e-01
1584 122.351 2.9879580314e-03 4.3036261748e-03 8.8729808349e-01 4.3449615110e-01
1585 122.428 2.9883425661e-03 4.2998124105e-03 8.8678049019e-01 4.3529818205e-01
1586 122.506 2.9886416920e-03 4.2959693043e-03 8.8628856514e-01 4.3614822782e-01
1587 122.583 2.9896345201e-03 4.2918163029e-03 8.8583167955e-01 4.3704004026e-01
1588 122.660 2.9900692691e-03 4.2911454129e-03 8.8548973930e-01 4.3791121575e-01
1589 122.738 2.9916059662e-03 4.2890997731e-03 8.8507473489e-01 4.3871800008e-01
1590 122.815 2.9918974685e-03 4.2874865488e-03 8.8449261895e-01 4.3952870063e-01
1591 122.892 2.9920622302e-03 4.2843457936e-03 8.8409884522e-01 4.4047073468e-01
1592 122.970 2.9939727522e-03 4.2796912450e-03 8.8376323160e-01 4.4149622273e-01
1593 123.047 2.9943259300e-03 4.2750874080e-03 8.8334898484e-01 4.4250352916e-01
1594 123.125 2.9954549026e-03 4.2754970024e-03 8.8288655942e-01 4.4346955106e-01
1595 123.202 2.9957922083e-03 4.2745820222e-03 8.8235547891e-01 4.4460144044e-01
1596 123.279 2.9966401210e-03 4.2721642253e-03 8.8211283756e-01 4.4567716342e-01
1597 123.357 2.9984950920e-03 4.2682562318e-03 8.8172975675e-01 4.4672251440e-01
1598 123.434 2.9988003538e-03 4.2628956870e-03 8.8124593622e-01 4.4770862381e-01
1599 123.511 2.9994226936e-03 4.2609976266e-03 8.8078140627e-01 4.4876435714e-01
1600 123.589 3.0009655111e-03 4.2607973440e-03 8.8048007894e-01 4.4990703759e-01
1601 123.666 2.9994440613e-03 4.2567099721e-03 8.8002410683e-01 4.5088967534e-01
1602 123.743 2.9992885250e-03 4.2511408811e-03 8.7946545046e-01 4.5179976821e-01
1603 123.821 2.9976072106e-03 4.2456181153e-03 8.7875984855e-01 4.5269532901e-01
1604 123.898 2.9968506725e-03 4.2391752042e-03 8.7840092043e-01 4.5350615207e-01
1605 123.975 2.9968302257e-03 4.2344390240e-03 8.7793004700e-01 4.5461403869e-01
1606 124.053 2.9952470149e-03 4.2311617782e-03 8.7736142437e-01 4.5566342952e-01
1607 124.130 2.9947135463e-03 4.2273853477e-03 8.7677350968e-01 4.5662790389e-01
1608 124.207 2.9940324974e-03 4.2232573516e-03 8.7625894302e-01 4.5750771999e-01
1609 124.285 2.9932561957e-03 4.2176763019e-03 8.7583074259e-01 4.5830334907e-01
1610 124.362 2.9931870573e-03 4.2106603272e-03 8.7533018042e-01 4.5901543676e-01
1611 124.439 2.9915665215e-03 4.2060326325e-03 8.7467493583e-01 4.5988459160e-01
1612 124.517 2.9912528327e-03 4.2041839940e-03 8.7416815318e-01 4.6092721027e-01
1613 124.594 2.9913109683e-03 4.2008916636e-03 8.7375673360e-01 4.6188795970e-01
1614 124.671 2.9901396428e-03 4.1961709723e-03 8.7322032159e-01 4.6276689517e-01
1615 124.749 2.9900481015e-03 4.1900386204e-03 8.7269159812e-01 4.6356384933e-01
1616 124.826 2.9891491844e-03 4.1830187948e-03 8.7205875592e-01 4.6433578629e-01
1617 124.903 2.9890697724e-03 4.1808435160e-03 8.7166027646e-01 4.6505544771e-01
1618 124.981 2.9891117666e-03 4.1783848657e-03 8.7122028114e-01 4.6573627017e-01
1619 125.058 2.9876270657e-03 4.1745221494e-03 8.7062646585e-01 4.6674975899e-01
1620 125.135 2.9876593964e-03 4.1692880270e-03 8.7002333289e-01 4.6769711429e-01
1621 125.213 2.9878717869e-03 4.1647094389e-03 8.6963011350e-01 4.6855601927e-01
1622 125.290 2.9873939186e-03 4.1587441543e-03 8.6912676320e-01 4.6932637971e-01
1623 125.367 2.9874476340e-03 4.1555741968e-03 8.6865774023e-01 4.7000824357e-01
1624 125.445 2.9863573771e-03 4.1525658559e-03 8.6803770347e-01 4.7060177842e-01
1625 125.522 2.9868880621e-03 4.1499090419e-03 8.6755486738e-01 4.7116598571e-01
1626 125.599 2.9871189255e-03 4.1462133423e-03 8.6717789677e-01 4.7207625196e-01
1627 125.677 2.9861952647e-03 4.1411525988e-03 8.6664796710e-01 4.7289884163e-01
1628 125.754 2.9862898658e-03 4.1347426096e-03 8.6607939058e-01 4.7363396377e-01
1629 125.831 2.9864880276e-03 4.1315970410e-03 8.6558639102e-01 4.7428185881e-01
1630 125.909 2.9865741792e-03 4.1301406484e-03 8.6514821578e-01 4.7484279419e-01
1631 125.986 2.9868526682e-03 4.1273274538e-03 8.6471243276e-01 4.7531706149e-01
1632 126.063 2.9856379250e-03 4.1231706838e-03 8.6415744862e-01 4.7582815632e-01
1633 126.141 2.9866144713e-03 4.1176847952e-03 8.6355109150e-01 4.7654267747e-01
1634 126.218 2.9871125566e-03 4.1123502968e-03 8.6323966472e-01 4.7724701320e-01
1635 126.295 2.9867205159e-03 4.1097613564e-03 8.6277613166e-01 4.7787382160e-01
1636 126.373 2.9870766908e-03 4.1078282149e-03 8.6224159267e-01 4.7841431907e-01
1637 126.450 2.9870936153e-03 4.1045728513e-03 8.6166441982e-01 4.7886870530e-01
1638 126.527 2.9876179450e-03 4.1011406458e-03 8.6129393575e-01 4.7942988268e-01
1639 126.605 2.9882006185e-03 4.0973229040e-03 8.6089087638e-01 4.8005483494e-01
1640 126.682 2.9873120392e-03 4.0921968530e-03 8.6040354661e-01 4.8066424106e-01
1641 126.759 2.9881611987e-03 4.0874505932e-03 8.5977535080e-01 4.8118725705e-01
1642 126.837 2.9890045652e-03 4.0860033386e-03 8.5944110692e-01 4.8168619187e-01
1643 126.914 2.9889893144e-03 4.0844153667e-03 8.5904659197e-01 4.8228874283e-01
1644 126.991 2.9896872044e-03 4.0815259693e-03 8.5854911179e-01 4.8287968982e-01
1645 127.069 2.9894902980e-03 4.0773474622e-03 8.5803949528e-01 4.8343975025e-01
1646 127.146 2.9903118294e-03 4.0718933011e-03 8.5759313461e-01 4.8394597873e-01
1647 127.224 2.9912772361e-03 4.0673291037e-03 8.5722532914e-01 4.8451300855e-01
1648 127.301 2.9907927430e-03 4.0666457798e-03 8.5680839467e-01 4.8513267455e-01
1649 127.378 2.9915192498e-03 4.0646815811e-03 8.5624195159e-01 4.8570679093e-01
1650 127.456 2.9925559625e-03 4.0614475755e-03 8.5580957030e-01 4.8619586547e-01
1651 127.533 2.9927685957e-03 4.0577162701e-03 8.5548686094e-01 4.8676973264e-01
1652 127.610 2.9938866892e-03 4.0540386423e-03 8.5502462717e-01 4.8741308989e-01
1653 127.688 2.9935644394e-03 4.0491037401e-03 8.5458684446e-01 4.8796921872e-01
1654 127.765 2.9944817857e-03 4.0464819167e-03 8.5407632947e-01 4.8851670687e-01
1655 127.842 2.9959066457e-03 4.0446886900e-03 8.5374156184e-01 4.8906649893e-01
1656 127.920 2.9959025378e-03 4.0432316468e-03 8.5339795024e-01 4.8969284799e-01
1657 127.997 2.9967439752e-03 4.0405235469e-03 8.5290556183e-01 4.9029843231e-01
1658 128.074 2.9975616064e-03 4.0365756617e-03 8.5238906050e-01 4.9083844835e-01
1659 128.152 2.9979070485e-03 4.0314003258e-03 8.5212122500e-01 4.9136130394e-01
1660 128.229 2.9994609800e-03 4.0276937056e-03 8.5172458792e-01 4.9203022508e-01
1661 128.306 2.9996560169e-03 4.0271817766e-03 8.5133283143e-01 4.9264038824e-01
1662 128.384 2.9998198287e-03 4.0254378081e-03 8.5082183631e-01 4.9317439642e-01
1663 128.461 3.0017783888e-03 4.0224718567e-03 8.5045833630e-01 4.9370659923e-01
1664 128.538 3.0023287387e-03 4.0187971491e-03 8.5019014806e-01 4.9438830119e-01
1665 128.616 3.0031531546e-03 4.0155008017e-03 8.4977494205e-01 4.9498195318e-01
1666 128.693 3.0037195411e-03 4.0109934879e-03 8.4929322998e-01 4.9557078244e-01
1667 128.770 3.0046550548e-03 4.0084468242e-03 8.4896349520e-01 4.9607807480e-01
1668 128.848 3.0061081633e-03 4.0066392375e-03 8.4864561046e-01 4.9674085354e-01
1669 128.925 3.0068935579e-03 4.0055516890e-03 8.4828578022e-01 4.9739566758e-01
1670 129.002 3.0068726893e-03 4.0032593740e-03 8.4785368477e-01 4.9797409067e-01
1671 129.080 3.0086493367e-03 3.9997724128e-03 8.4743346175e-01 4.9849832790e-01
1672 129.157 3.0098251577e-03 3.9951019225e-03 8.4719433731e-01 4.9916317607e-01
1673 129.234 3.0104468522e-03 3.9902843345e-03 8.4685969192e-01 4.9981409783e-01
1674 129.312 3.0114972919e-03 3.9901737180e-03 8.4641199962e-01 5.0039942631e-01
1675 129.389 3.0123689515e-03 3.9888763407e-03 8.4601821102e-01 5.0096365811e-01
1676 129.466 3.0134942703e-03 3.9864011428e-03 8.4578254890e-01 5.0159049440e-01
1677 129.544 3.0149397567e-03 3.9830374229e-03 8.4545387513e-01 5.0223994955e-01
1678 129.621 3.0131194733e-03 3.9782314182e-03 8.4497231061e-01 5.0279503479e-01
1679 129.698 3.0123227434e-03 3.9722458626e-03 8.4435321243e-01 5.0326524346e-01
1680 129.776 3.0123277452e-03 3.9659594204e-03 8.4397952840e-01 5.0376282046e-01
1681 129.853 3.0109234157e-03 3.9624520445e-03 8.4360132699e-01 5.0438615423e-01
1682 129.930 3.0105567683e-03 3.9594041570e-03 8.4308550180e-01 5.0493114075e-01
1683 130.008 3.0095191674e-03 3.9556253370e-03 8.4253256244e-01 5.0541761009e-01
1684 130.085 3.0085556549e-03 3.9506977661e-03 8.4210280709e-01 5.0590025016e-01
1685 130.162 3.0087821483e-03 3.9446344895e-03 8.4169139959e-01 5.0652116362e-01
1686 130.240 3.0076349309e-03 3.9374496267e-03 8.4123168620e-01 5.0706203680e-01
1687 130.317 3.0065239179e-03 3.9336268360e-03 8.4071409544e-01 5.0759919714e-01
1688 130.394 3.0067978218e-03 3.9309052277e-03 8.4017270225e-01 5.0805117644e-01
1689 130.472 3.0060900105e-03 3.9270513715e-03 8.3980663510e-01 5.0864744820e-01
1690 130.549 3.0056042237e-03 3.9220771812e-03 8.3939319565e-01 5.0923838424e-01
1691 130.626 3.0047349569e-03 3.9174016674e-03 8.3884353314e-01 5.0976572216e-01
1692 130.704 3.0043516646e-03 3.9122286522e-03 8.3829514730e-01 5.1022381190e-01
1693 130.781 3.0044327756e-03 3.9060691967e-03 8.3795103163e-01 5.1080260842e-01
1694 130.858 3.0040019485e-03 3.9032891123e-03 8.3750650067e-01 5.1140643509e-01
1695 130.936 3.0027668965e-03 3.9005892508e-03 8.3735793775e-01 5.1192440546e-01
1696 131.013 3.0030437442e-03 3.8976329989e-03 8.3727855748e-01 5.1243671333e-01
1697 131.090 3.0030762156e-03 3.8935696533e-03 8.3719962491e-01 5.1297817313e-01
1698 131.168 3.0024092290e-03 3.8884114110e-03 8.3698767687e-01 5.1357332187e-01
1699 131.245 3.0022770854e-03 3.8821713044e-03 8.3694459913e-01 5.1413596306e-01
1700 131.322 3.0019554256e-03 3.8785631728e-03 8.3697705184e-01 5.1464663504e-01
1701 131.400 3.0017958544e-03 3.8766867698e-03 8.3688257297e-01 5.1514578106e-01
