# iter time(ns) max_DgradR max_DgradZ max_vRrho max_vZrho
995 76.798 3.0897668856e-03 6.8153120459e-03 1.4415772122e+00 4.5573271263e-01
996 76.875 3.0888627258e-03 6.8046573441e-03 1.4396754878e+00 4.5304084171e-01
997 76.953 3.0865428625e-03 6.8027405007e-03 1.4371194734e+00 4.5030717943e-01
998 77.030 3.0873716199e-03 6.7953166681e-03 1.4359807370e+00 4.4787279712e-01
999 77.107 3.0870072399e-03 6.7856496729e-03 1.4341846087e+00 4.4524867555e-01
1000 77.185 3.0850160205e-03 6.7815951416e-03 1.4317864306e+00 4.4243890193e-01
1001 77.262 3.0850710790e-03 6.7711869657e-03 1.4303408981e+00 4.3996909703e-01
1002 77.340 3.0852814970e-03 6.7637742373e-03 1.4286549306e+00 4.3741407532e-01
1003 77.417 3.0849076965e-03 6.7581839170e-03 1.4268752199e+00 4.3483986898e-01
1004 77.494 3.0829023227e-03 6.7539863273e-03 1.4247649364e+00 4.3220167848e-01
1005 77.572 3.0836707856e-03 6.7518379609e-03 1.4232791488e+00 4.2966967771e-01
1006 77.649 3.0848108501e-03 6.7434362469e-03 1.4219282979e+00 4.2727929469e-01
1007 77.726 3.0808060860e-03 6.7335302125e-03 1.4197863195e+00 4.2470663122e-01
1008 77.804 3.0771954366e-03 6.7213487025e-03 1.4178084493e+00 4.2197223986e-01
1009 77.881 3.0770193156e-03 6.7033054264e-03 1.4164208483e+00 4.1964380101e-01
1010 77.958 3.0740057141e-03 6.6947855374e-03 1.4144229398e+00 4.1714989180e-01
1011 78.036 3.0714011258e-03 6.6800712533e-03 1.4120287963e+00 4.1461044922e-01
1012 78.113 3.0701599694e-03 6.6739453612e-03 1.4107852063e+00 4.1204135484e-01
1013 78.190 3.0679065495e-03 6.6640802499e-03 1.4089343934e+00 4.0956500764e-01
1014 78.268 3.0668225447e-03 6.6506415560e-03 1.4069665063e+00 4.0723339450e-01
1015 78.345 3.0637260904e-03 6.6444352669e-03 1.4050467950e+00 4.0474191049e-01
1016 78.422 3.0626462722e-03 6.6321339238e-03 1.4033459272e+00 4.0209410396e-01
1017 78.500 3.0625195487e-03 6.6204565365e-03 1.4018262438e+00 3.9981760850e-01
1018 78.577 3.0588741138e-03 6.6119023671e-03 1.3997159746e+00 3.9740413205e-01
1019 78.654 3.0579071650e-03 6.5983181522e-03 1.3979575844e+00 3.9484659506e-01
1020 78.732 3.0584720686e-03 6.5945231593e-03 1.3965966510e+00 3.9236385005e-01
1021 78.809 3.0559576528e-03 6.5847327261e-03 1.3946366431e+00 3.8999729973e-01
1022 78.886 3.0544589673e-03 6.5773252532e-03 1.3925088284e+00 3.8769482077e-01
1023 78.964 3.0546854416e-03 6.5713004234e-03 1.3912981139e+00 3.8528884806e-01
1024 79.041 3.0535567852e-03 6.5593225655e-03 1.3894912214e+00 3.8273478561e-01
1025 79.118 3.0527955881e-03 6.5536266850e-03 1.3874014643e+00 3.8048934482e-01
1026 79.196 3.0511716975e-03 6.5455102780e-03 1.3859489374e+00 3.7816053529e-01
1027 79.273 3.0513402525e-03 6.5341087804e-03 1.3842979327e+00 3.7568641342e-01
1028 79.350 3.0513511284e-03 6.5307456235e-03 1.3825036193e+00 3.7323407415e-01
1029 79.428 3.0489013392e-03 6.5215196233e-03 1.3804503170e+00 3.7098268636e-01
1030 79.505 3.0493213500e-03 6.5194168337e-03 1.3789372192e+00 3.6869533941e-01
1031 79.582 3.0501374764e-03 6.5140891412e-03 1.3775202999e+00 3.6637865729e-01
1032 79.660 3.0489694565e-03 6.5036256977e-03 1.3756236562e+00 3.6392178430e-01
1033 79.737 3.0477983727e-03 6.5023268948e-03 1.3736760681e+00 3.6170875107e-01
1034 79.814 3.0491244763e-03 6.4951711854e-03 1.3725245741e+00 3.5946821516e-01
1035 79.892 3.0491769882e-03 6.4861862815e-03 1.3707874660e+00 3.5709016074e-01
1036 79.969 3.0488598177e-03 6.4831649624e-03 1.3685224224e+00 3.5471444084e-01
1037 80.046 3.0482732720e-03 6.4743203931e-03 1.3675306240e+00 3.5255000562e-01
1038 80.124 3.0494789164e-03 6.4754398781e-03 1.3659559132e+00 3.5030002815e-01
1039 80.201 3.0500487809e-03 6.4713609588e-03 1.3640712223e+00 3.4807556706e-01
1040 80.278 3.0487609913e-03 6.4645665226e-03 1.3625507441e+00 3.4571847335e-01
1041 80.356 3.0474633997e-03 6.4578481877e-03 1.3610064913e+00 3.4356964616e-01
1042 80.433 3.0465905361e-03 6.4453908933e-03 1.3593567938e+00 3.4142354537e-01
1043 80.510 3.0438775654e-03 6.4328608587e-03 1.3574288473e+00 3.3915585442e-01
1044 80.588 3.0410606185e-03 6.4246599641e-03 1.3557261408e+00 3.3679717972e-01
1045 80.665 3.0409091079e-03 6.4107710093e-03 1.3543751135e+00 3.3472222896e-01
1046 80.742 3.0391267792e-03 6.4029157470e-03 1.3526354122e+00 3.3253784491e-01
1047 80.820 3.0372795430e-03 6.3938771284e-03 1.3503559410e+00 3.3035689405e-01
1048 80.897 3.0354107706e-03 6.3831155305e-03 1.3492956071e+00 3.2812139816e-01
1049 80.974 3.0345459219e-03 6.3783134370e-03 1.3477458344e+00 3.2589713072e-01
1050 81.052 3.0336847404e-03 6.3679009388e-03 1.3456580858e+00 3.2385866425e-01
1051 81.129 3.0303307734e-03 6.3582351714e-03 1.3441331206e+00 3.2170494762e-01
1052 81.206 3.0301413534e-03 6.3521347169e-03 1.3427748948e+00 3.1943872303e-01
1053 81.284 3.0302838235e-03 6.3404650778e-03 1.3408805393e+00 3.1730861523e-01
1054 81.361 3.0278826551e-03 6.3319890356e-03 1.3389874789e+00 3.1523628128e-01
1055 81.439 3.0261691549e-03 6.3247087565e-03 1.3377443134e+00 3.1305349864e-01
1056 81.516 3.0270838446e-03 6.3150702256e-03 1.3360449125e+00 3.1089679276e-01
1057 81.593 3.0255990168e-03 6.3125256020e-03 1.3344575279e+00 3.0872374155e-01
1058 81.671 3.0249238371e-03 6.3044862461e-03 1.3326701569e+00 3.0668712855e-01
1059 81.748 3.0240851690e-03 6.2972314927e-03 1.3312306819e+00 3.0464803560e-01
1060 81.825 3.0234697312e-03 6.2935927012e-03 1.3298805385e+00 3.0250245273e-01
1061 81.903 3.0238549230e-03 6.2844915312e-03 1.3280005109e+00 3.0029657525e-01
1062 81.980 3.0212724980e-03 6.2782166011e-03 1.3264286969e+00 2.9833676351e-01
1063 82.057 3.0214841357e-03 6.2736029877e-03 1.3252734766e+00 2.9627246805e-01
1064 82.135 3.0229523160e-03 6.2635593345e-03 1.3235901155e+00 2.9412595476e-01
1065 82.212 3.0211758095e-03 6.2598250434e-03 1.3216077195e+00 2.9202129474e-01
1066 82.289 3.0205746564e-03 6.2545551835e-03 1.3206491735e+00 2.9002972561e-01
1067 82.367 3.0221812700e-03 6.2486920219e-03 1.3191642558e+00 2.8804486836e-01
1068 82.444 3.0215407112e-03 6.2479378932e-03 1.3172888350e+00 2.8601960353e-01
1069 82.521 3.0217376004e-03 6.2418195056e-03 1.3160295780e+00 2.8389619839e-01
1070 82.599 3.0214903197e-03 6.2365358846e-03 1.3147448837e+00 2.8192617330e-01
1071 82.676 3.0220091890e-03 6.2350278052e-03 1.3131735431e+00 2.7997973541e-01
1072 82.753 3.0229548183e-03 6.2281803300e-03 1.3115196468e+00 2.7793700693e-01
1073 82.831 3.0217225409e-03 6.2234172894e-03 1.3103446304e+00 2.7589606116e-01
1074 82.908 3.0225316042e-03 6.2212756213e-03 1.3090721056e+00 2.7392681959e-01
1075 82.985 3.0241632056e-03 6.2138195326e-03 1.3076192105e+00 2.7197021655e-01
1076 83.063 3.0241365674e-03 6.2125292671e-03 1.3059704547e+00 2.7006418956e-01
1077 83.140 3.0212009929e-03 6.2035632920e-03 1.3048197349e+00 2.6807680540e-01
1078 83.217 3.0206514102e-03 6.1913773844e-03 1.3034218607e+00 2.6606033400e-01
1079 83.295 3.0195240101e-03 6.1871337884e-03 1.3015378161e+00 2.6423946370e-01
1080 83.372 3.0171075897e-03 6.1776368188e-03 1.3001418297e+00 2.6233365128e-01
1081 83.449 3.0148332889e-03 6.1656558524e-03 1.2989654866e+00 2.6034506859e-01
1082 83.527 3.0149543673e-03 6.1609380869e-03 1.2973039577e+00 2.5834201188e-01
1083 83.604 3.0130531129e-03 6.1510028883e-03 1.2953583874e+00 2.5650243578e-01
1084 83.681 3.0114820975e-03 6.1393039823e-03 1.2944045407e+00 2.5459632800e-01
1085 83.759 3.0104450277e-03 6.1342069740e-03 1.2929665832e+00 2.5273229534e-01
1086 83.836 3.0090545796e-03 6.1239276870e-03 1.2911684344e+00 2.5079658488e-01
1087 83.913 3.0087568778e-03 6.1169391070e-03 1.2897562500e+00 2.4884951135e-01
1088 83.991 3.0060160617e-03 6.1114497977e-03 1.2885428359e+00 2.4707257550e-01
1089 84.068 3.0055695062e-03 6.1008736514e-03 1.2869356057e+00 2.4521737891e-01
1090 84.145 3.0061061074e-03 6.0977186227e-03 1.2853754682e+00 2.4328601100e-01
1091 84.223 3.0039657234e-03 6.0919303547e-03 1.2840458923e+00 2.4133953351e-01
1092 84.300 3.0025269031e-03 6.0810829313e-03 1.2826294299e+00 2.3956412975e-01
1093 84.377 3.0035195975e-03 6.0780947777e-03 1.2812938294e+00 2.3771395596e-01
1094 84.455 3.0027065833e-03 6.0721058441e-03 1.2794942914e+00 2.3587531782e-01
1095 84.532 3.0016414022e-03 6.0610847454e-03 1.2782644311e+00 2.3400042263e-01
1096 84.609 3.0009852971e-03 6.1291841237e-03 1.2771544474e+00 2.3211624048e-01
1097 84.687 3.0015137964e-03 6.2058712241e-03 1.2755697725e+00 2.3038420495e-01
1098 84.764 3.0009042962e-03 6.2782087539e-03 1.2738921895e+00 2.2858850471e-01
1099 84.841 2.9998382269e-03 6.3463207109e-03 1.2729719267e+00 2.2672292263e-01
1100 84.919 3.0003407015e-03 6.4103304357e-03 1.2716148787e+00 2.2485362954e-01
1101 84.996 3.0001623217e-03 6.4703589519e-03 1.2697882888e+00 2.2313613587e-01
1102 85.073 3.0004762033e-03 6.5265225687e-03 1.2687619632e+00 2.2135007012e-01
1103 85.151 2.9991476815e-03 6.5789304928e-03 1.2676336881e+00 2.1957968810e-01
1104 85.228 2.9993780527e-03 6.6276828590e-03 1.2660366582e+00 2.1777315300e-01
1105 85.305 3.0010667259e-03 6.6728693578e-03 1.2645320572e+00 2.1594278416e-01
1106 85.383 2.9997117992e-03 6.7145684897e-03 1.2636337343e+00 2.1427961336e-01
1107 85.460 2.9995371631e-03 6.7528473934e-03 1.2622675065e+00 2.1255060038e-01
1108 85.538 3.0015524405e-03 6.8012336954e-03 1.2608304726e+00 2.1075765471e-01
1109 85.615 3.0016415961e-03 6.8663118664e-03 1.2596294367e+00 2.0895185235e-01
1110 85.692 3.0017092863e-03 6.9282870050e-03 1.2584952950e+00 2.0729928712e-01
1111 85.770 3.0018766567e-03 6.9872066824e-03 1.2572520032e+00 2.0558401032e-01
1112 85.847 3.0034281796e-03 7.0431060243e-03 1.2557811033e+00 2.0388057363e-01
1113 85.924 3.0037623958e-03 7.0960090346e-03 1.2547273069e+00 2.0214879363e-01
1114 86.002 3.0038413045e-03 7.1459299648e-03 1.2536748727e+00 2.0037085092e-01
1115 86.079 3.0050011104e-03 7.1928746735e-03 1.2524368543e+00 1.9877489133e-01
1116 86.156 3.0165295171e-03 6.8398873680e-03 1.2508073396e+00 1.9713204497e-01
1117 86.234 3.0024080185e-03 6.6823209310e-03 1.2497340988e+00 1.9543491969e-01
1118 86.311 3.0891115821e-03 6.4802073571e-03 1.2485816756e+00 1.9368518099e-01
1119 86.388 3.2147977700e-03 6.3895218538e-03 1.2469952090e+00 1.9209437919e-01
1120 86.466 3.2772672978e-03 6.2596931020e-03 1.2454937301e+00 1.9047457135e-01
1121 86.543 3.2927146947e-03 6.2255489773e-03 1.2445890076e+00 1.8880305404e-01
1122 86.620 3.2760360395e-03 6.4131766208e-03 1.2432505404e+00 1.8716037894e-01
1123 86.698 3.2704126786e-03 6.5556240100e-03 1.2414823120e+00 1.8547777042e-01
1124 86.775 3.3269539849e-03 6.6605551037e-03 1.2404782715e+00 1.8387394687e-01
1125 86.852 3.3640434629e-03 6.7352514015e-03 1.2393885387e+00 1.8231710183e-01
1126 86.930 3.3853472159e-03 6.7862605947e-03 1.2378692503e+00 1.8071067677e-01
1127 87.007 3.3942726415e-03 6.8191961527e-03 1.2362618719e+00 1.7905624832e-01
1128 87.084 3.3938143938e-03 6.8717775332e-03 1.2354215333e+00 1.7739944991e-01
1129 87.162 3.3864870900e-03 7.0030024594e-03 1.2341519530e+00 1.7586836506e-01
1130 87.239 3.3743175289e-03 7.1203252306e-03 1.2325958063e+00 1.7429014373e-01
1131 87.316 3.3588748373e-03 7.2253626863e-03 1.2313580174e+00 1.7269743588e-01
1132 87.394 3.3413221835e-03 7.3193169041e-03 1.2303388608e+00 1.7111118663e-01
1133 87.471 3.3224782445e-03 7.4031164911e-03 1.2288945101e+00 1.6948051047e-01
1134 87.548 3.3028803614e-03 7.4775151027e-03 1.2275521830e+00 1.6799341825e-01
1135 87.626 3.2828442622e-03 7.5431563207e-03 1.2264435619e+00 1.6648107210e-01
1136 87.703 3.2625174332e-03 7.6006137091e-03 1.2252506309e+00 1.6492508262e-01
1137 87.780 3.2419247992e-03 7.6504136036e-03 1.2240076566e+00 1.6332694526e-01
1138 87.858 3.2397642864e-03 7.6930466213e-03 1.2225029054e+00 1.6175841221e-01
1139 87.935 3.2524256209e-03 7.7289723430e-03 1.2215391541e+00 1.6027646974e-01
1140 88.012 3.2636253075e-03 7.7586202951e-03 1.2203936516e+00 1.5876290294e-01
1141 88.090 3.2732239545e-03 7.7823892990e-03 1.2191405628e+00 1.5727545052e-01
1142 88.167 3.2810939333e-03 7.8006464580e-03 1.2177694133e+00 1.5574771384e-01
1143 88.244 3.2871215654e-03 7.8137264847e-03 1.2167241301e+00 1.5418115230e-01
1144 88.322 3.2912079838e-03 7.8219316902e-03 1.2157236674e+00 1.5274517241e-01
1145 88.399 3.2932691098e-03 7.8255327118e-03 1.2143041990e+00 1.5129004668e-01
1146 88.476 3.2932350682e-03 7.8247699189e-03 1.2131001974e+00 1.4979679237e-01
1147 88.554 3.2956986139e-03 7.8198553642e-03 1.2122607473e+00 1.4826681789e-01
1148 88.631 3.3159058317e-03 7.8109751244e-03 1.2110950711e+00 1.4677094981e-01
1149 88.708 3.3359423909e-03 7.7982918780e-03 1.2095141885e+00 1.4535010849e-01
1150 88.786 3.3537041264e-03 7.7819475834e-03 1.2087616981e+00 1.4391661474e-01
1151 88.863 3.3691494327e-03 7.7620661487e-03 1.2078509404e+00 1.4249384828e-01
1152 88.940 3.3822422790e-03 7.7387560088e-03 1.2065250269e+00 1.4103606301e-01
1153 89.018 3.3929520072e-03 7.7121125510e-03 1.2052350903e+00 1.3954462668e-01
1154 89.095 3.4012531439e-03 7.6822203496e-03 1.2045804371e+00 1.3814118512e-01
1155 89.172 3.4071252213e-03 7.6491551905e-03 1.2035107634e+00 1.3675445999e-01
1156 89.250 3.4125862506e-03 7.6129858774e-03 1.2021392702e+00 1.3533469693e-01
1157 89.327 3.4599978907e-03 7.0173956301e-03 1.2011185783e+00 1.3392971788e-01
1158 89.404 3.4416823032e-03 6.8134078379e-03 1.2001612922e+00 1.3252996943e-01
1159 89.482 3.3919682630e-03 6.6335172657e-03 1.1988152881e+00 1.3114380695e-01
1160 89.559 3.3904059304e-03 6.3841400211e-03 1.1974340124e+00 1.2980425457e-01
1161 89.636 3.4120067654e-03 6.3160963396e-03 1.1965121952e+00 1.2847406946e-01
1162 89.714 3.5085534931e-03 6.2315936742e-03 1.1954326952e+00 1.2711573445e-01
1163 89.791 3.5813680938e-03 6.4309127468e-03 1.1940721784e+00 1.2573039873e-01
1164 89.869 3.6085360802e-03 6.5733379345e-03 1.1927075583e+00 1.2434690585e-01
1165 89.946 3.5987109108e-03 6.6688546425e-03 1.1918952066e+00 1.2305779337e-01
1166 90.023 3.5607833583e-03 6.7268117647e-03 1.1906970917e+00 1.2174212414e-01
1167 90.101 3.5078084761e-03 6.7555447429e-03 1.1894539701e+00 1.2042473821e-01
1168 90.178 3.5367415275e-03 6.7621721696e-03 1.1882154609e+00 1.1911313356e-01
1169 90.255 3.5630171250e-03 6.7525455189e-03 1.1872849125e+00 1.1777691753e-01
1170 90.333 3.5769926828e-03 6.8090519567e-03 1.1860619482e+00 1.1643572716e-01
1171 90.410 3.5800966044e-03 6.8491217266e-03 1.1848449369e+00 1.1519185024e-01
1172 90.487 3.5738628412e-03 6.8692186131e-03 1.1837389243e+00 1.1392376193e-01
1173 90.565 3.5787046752e-03 6.8735016717e-03 1.1826937095e+00 1.1263252470e-01
1174 90.642 3.5876411845e-03 6.8654563648e-03 1.1815922173e+00 1.1131920273e-01
1175 90.719 3.5937156798e-03 6.8479238002e-03 1.1802618768e+00 1.1002285851e-01
1176 90.797 3.5973995771e-03 6.8231603630e-03 1.1792972579e+00 1.0878931750e-01
1177 90.874 3.5990114588e-03 6.7929128852e-03 1.1782188847e+00 1.0754393292e-01
1178 90.951 3.5987490812e-03 6.7584987077e-03 1.1771569144e+00 1.0631536579e-01
1179 91.029 3.5967181909e-03 6.7208835316e-03 1.1757880464e+00 1.0507711574e-01
1180 91.106 3.5929572843e-03 6.6807527412e-03 1.1749007969e+00 1.0381891545e-01
1181 91.183 3.5874581026e-03 6.6385739580e-03 1.1739436833e+00 1.0254178543e-01
1182 91.261 3.5801820539e-03 6.5946500374e-03 1.1727723828e+00 1.0135986518e-01
1183 91.338 3.5710729776e-03 6.6267278318e-03 1.1715613799e+00 1.0016800473e-01
1184 91.415 3.5600667631e-03 6.6610305254e-03 1.1706327531e+00 9.8957475625e-02
1185 91.493 3.5597857459e-03 6.6915876618e-03 1.1697312284e+00 9.7741407766e-02
1186 91.570 3.5666770972e-03 6.7186730403e-03 1.1684541099e+00 9.6540928769e-02
1187 91.647 3.5707190231e-03 6.7425080561e-03 1.1722202431e+00 9.5323478679e-02
1188 91.725 3.5719136573e-03 6.7632721047e-03 1.1766322295e+00 9.4163221273e-02
1189 91.802 3.5702714469e-03 6.7811111127e-03 1.1806536044e+00 9.3027237154e-02
1190 91.879 3.5658095903e-03 6.7961444830e-03 1.1842842948e+00 9.1874506186e-02
1191 91.957 3.5585508538e-03 6.8084707145e-03 1.1875243067e+00 9.0705955480e-02
1192 92.034 3.5485226906e-03 6.8181719227e-03 1.1903737660e+00 8.9522510693e-02
1193 92.111 3.5357565923e-03 6.8253174561e-03 1.1928329512e+00 8.8363866705e-02
1194 92.189 3.5202876166e-03 6.8299667756e-03 1.1949023176e+00 8.7252901715e-02
1195 92.266 3.5021540442e-03 6.8321717338e-03 1.1965825158e+00 8.6148540544e-02
1196 92.343 3.5042873384e-03 6.8319783721e-03 1.1978744048e+00 8.5055187659e-02
1197 92.421 3.5040974801e-03 6.8294283297e-03 1.1987790617e+00 8.3947755606e-02
1198 92.498 3.5010955757e-03 6.8245599426e-03 1.1992977878e+00 8.2827121471e-02
1199 92.575 3.4551363159e-03 6.4227478532e-03 1.1900982537e+00 8.1712332293e-02
1200 92.653 3.6312601059e-03 6.1990599281e-03 1.1819539037e+00 8.0643504544e-02
1201 92.730 3.7510687883e-03 6.0445364047e-03 1.1775681487e+00 7.9602188364e-02
1202 92.807 3.8212127348e-03 5.9778682104e-03 1.1749492408e+00 7.8549418919e-02
1203 92.885 3.8496813526e-03 5.9234450266e-03 1.1757800584e+00 7.7509937480e-02
1204 92.962 3.8447811683e-03 5.8041064182e-03 1.1809636693e+00 7.7152615303e-02
1205 93.039 3.8698078877e-03 5.6910787052e-03 1.1853666740e+00 7.8066889554e-02
1206 93.117 3.9282577656e-03 5.8760775544e-03 1.1889443955e+00 7.8961402741e-02
1207 93.194 3.9613584073e-03 5.9892839403e-03 1.1916759854e+00 7.9835500968e-02
1208 93.271 3.9728025265e-03 6.0468537755e-03 1.1935638497e+00 8.0688561138e-02
1209 93.349 3.9664257912e-03 6.0625443257e-03 1.1946292591e+00 8.1608054620e-02
1210 93.426 3.9458894449e-03 6.3197951931e-03 1.1949069046e+00 8.2536076699e-02
1211 93.503 3.9144862802e-03 6.5735130620e-03 1.1944397664e+00 8.3442937188e-02
1212 93.581 3.8750416318e-03 6.7864775832e-03 1.1932748699e+00 8.4327998461e-02
1213 93.658 3.8298829857e-03 6.9638531212e-03 1.1914600745e+00 8.5190651437e-02
1214 93.735 3.7808556821e-03 7.1104454832e-03 1.1890418286e+00 8.6111591222e-02
1215 93.813 3.7293667508e-03 7.2306079407e-03 1.1860637337e+00 8.7051111690e-02
1216 93.890 3.6764433786e-03 7.3282028144e-03 1.1825657418e+00 8.7968076983e-02
1217 93.968 3.6227964354e-03 7.4066008478e-03 1.1785838160e+00 8.8861859094e-02
1218 94.045 3.5688827079e-03 7.4687047646e-03 1.1741499147e+00 8.9739967821e-02
1219 94.122 3.5306265732e-03 7.5169869802e-03 1.1698955316e+00 9.0684158304e-02
1220 94.200 3.5132454265e-03 7.5535343340e-03 1.1689537017e+00 9.1633174704e-02
1221 94.277 3.5076763946e-03 7.5800949689e-03 1.1677106922e+00 9.2558225777e-02
1222 94.354 3.5123411794e-03 7.5981241867e-03 1.1661684923e+00 9.3477945414e-02
1223 94.432 3.5140304172e-03 7.6088273522e-03 1.1643277220e+00 9.4387575089e-02
1224 94.509 3.5127804105e-03 7.6131988004e-03 1.1635721135e+00 9.5302673674e-02
1225 94.586 3.5086277187e-03 7.6120563069e-03 1.1628798455e+00 9.6269053730e-02
1226 94.664 3.5016089728e-03 7.6060710804e-03 1.1618732399e+00 9.7234920265e-02
1227 94.741 3.4917609370e-03 7.5957934805e-03 1.1605508635e+00 9.8175685164e-02
1228 94.818 3.4791207407e-03 7.5816748100e-03 1.1589117161e+00 9.9090706741e-02
1229 94.896 3.4637262158e-03 7.5640855962e-03 1.1576236195e+00 1.0000906853e-01
1230 94.973 3.4456162839e-03 7.5433307963e-03 1.1571110047e+00 1.0100677772e-01
1231 95.050 3.4248313488e-03 7.5196623519e-03 1.1562641705e+00 1.0197849920e-01
1232 95.128 3.4014136647e-03 7.4932894884e-03 1.1550837856e+00 1.0292356184e-01
1233 95.205 3.3754076568e-03 7.4643871162e-03 1.1538130406e+00 1.0385702102e-01
1234 95.282 3.3468601813e-03 7.4331026494e-03 1.1550348134e+00 1.0479092191e-01
1235 95.360 3.3552718866e-03 7.3995615154e-03 1.1559124608e+00 1.0579343510e-01
1236 95.437 3.3644522942e-03 7.3638715885e-03 1.1564456187e+00 1.0677953533e-01
1237 95.514 3.3720721803e-03 7.3261267452e-03 1.1584222704e+00 1.0776402549e-01
1238 95.592 3.3781227179e-03 7.2864097063e-03 1.1612553508e+00 1.0872020674e-01
1239 95.669 3.3825979687e-03 7.2447943016e-03 1.1637102973e+00 1.0964738589e-01
1240 95.746 3.3854946165e-03 7.2013472710e-03 1.1657884778e+00 1.1065853727e-01
1241 95.824 3.3868117496e-03 7.1561296936e-03 1.1674914611e+00 1.1167275229e-01
1242 95.901 3.3865506829e-03 7.1091981204e-03 1.1688210228e+00 1.1265769173e-01
1243 95.978 3.3847148146e-03 7.0606054702e-03 1.1697791488e+00 1.1362942785e-01
1244 96.056 3.1843368573e-03 6.7724797530e-03 1.1645456835e+00 1.1457097536e-01
1245 96.133 3.1730696778e-03 6.6893480951e-03 1.1613605217e+00 1.1556859000e-01
1246 96.210 3.1318846993e-03 6.6584012420e-03 1.1572127598e+00 1.1656214889e-01
1247 96.288 3.1842337828e-03 6.6632945420e-03 1.1523880645e+00 1.1755424322e-01
1248 96.365 3.2194419788e-03 6.6132134812e-03 1.1485472305e+00 1.1852440839e-01
1249 96.442 3.2558657578e-03 6.6910972311e-03 1.1461064618e+00 1.1948138654e-01
1250 96.520 3.2975846349e-03 6.8951334399e-03 1.1428922195e+00 1.2045170914e-01
1251 96.597 3.3216145984e-03 7.0774407721e-03 1.1390002722e+00 1.2148196923e-01
1252 96.674 3.3304739717e-03 7.2364873138e-03 1.1355110514e+00 1.2248701737e-01
1253 96.752 3.3268419768e-03 7.3718118993e-03 1.1334337843e+00 1.2349533307e-01
1254 96.829 3.3132371426e-03 7.4838662471e-03 1.1307043804e+00 1.2448794232e-01
1255 96.906 3.2918544116e-03 7.5737876248e-03 1.1273943170e+00 1.2547347911e-01
1256 96.984 3.2645050807e-03 7.6431701583e-03 1.1241433628e+00 1.2645959685e-01
1257 97.061 3.2326190311e-03 7.6938664865e-03 1.1223724407e+00 1.2749709883e-01
1258 97.138 3.2152129765e-03 7.7278308727e-03 1.1200466434e+00 1.2853728963e-01
